Name,Sequence Name,Length,Direction,Document Name,Type,Source
iteron2,Cruci_EAF_Roux2_virusbaton_c671,5,forward,Cruci_EAF_Roux2_virusbaton_c671,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c671,5,forward,Cruci_EAF_Roux2_virusbaton_c671,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c671,5,forward,Cruci_EAF_Roux2_virusbaton_c671,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c671,5,forward,Cruci_EAF_Roux2_virusbaton_c671,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c671,5,forward,Cruci_EAF_Roux2_virusbaton_c671,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1209,5,forward,Cruci_EAF_Roux2_virusbaton_c1209,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1209,5,forward,Cruci_EAF_Roux2_virusbaton_c1209,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1470,12,forward,Cruci_EAF_Roux2_virusbaton_c1470,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1470,12,forward,Cruci_EAF_Roux2_virusbaton_c1470,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1503,5,forward,Cruci_EAF_Roux2_virusbaton_c1503,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1605,6,forward,Cruci_EAF_Roux2_virusbaton_c1605,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1605,6,forward,Cruci_EAF_Roux2_virusbaton_c1605,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1896,6,forward,Cruci_EAF_Roux2_virusbaton_c1896,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c1896,6,forward,Cruci_EAF_Roux2_virusbaton_c1896,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2069,5,forward,Cruci_EAF_Roux2_virusbaton_c2069,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2069,5,forward,Cruci_EAF_Roux2_virusbaton_c2069,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2069,5,forward,Cruci_EAF_Roux2_virusbaton_c2069,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2069,5,forward,Cruci_EAF_Roux2_virusbaton_c2069,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2069,5,forward,Cruci_EAF_Roux2_virusbaton_c2069,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2201,8,forward,Cruci_EAF_Roux2_virusbaton_c2201,iteron,Iteron_Finder
iteron2,Cruci_EAF_Roux2_virusbaton_c2201,8,forward,Cruci_EAF_Roux2_virusbaton_c2201,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c827,5,forward,Cruci_EAM_Mizu_SRR926399_c827,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c827,5,forward,Cruci_EAM_Mizu_SRR926399_c827,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c1087,5,forward,Cruci_EAM_Mizu_SRR926399_c1087,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c1087,5,forward,Cruci_EAM_Mizu_SRR926399_c1087,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c4444,5,forward,Cruci_EAM_Mizu_SRR926399_c4444,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c4444,5,forward,Cruci_EAM_Mizu_SRR926399_c4444,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c4444,5,forward,Cruci_EAM_Mizu_SRR926399_c4444,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c4444,5,forward,Cruci_EAM_Mizu_SRR926399_c4444,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c132841,8,forward,Cruci_EAM_Mizu_SRR926399_c132841,iteron,Iteron_Finder
iteron2,Cruci_EAM_Mizu_SRR926399_c132841,8,forward,Cruci_EAM_Mizu_SRR926399_c132841,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_OLB_c210,6,forward,Cruci_EAM_Yise2_OLB_c210,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_OLB_c210,6,forward,Cruci_EAM_Yise2_OLB_c210,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_OLB_c210,5,forward,Cruci_EAM_Yise2_OLB_c210,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_OLB_c210,5,forward,Cruci_EAM_Yise2_OLB_c210,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_SGB_c297,7,forward,Cruci_EAM_Yise2_SGB_c297,iteron,Iteron_Finder
iteron2,Cruci_EAM_Yise2_SGB_c297,7,forward,Cruci_EAM_Yise2_SGB_c297,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayCA1_c1508,5,forward,Cruci_EAMS_Lach_SydneyBayCA1_c1508,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayCA1_c1508,5,forward,Cruci_EAMS_Lach_SydneyBayCA1_c1508,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c185,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c185,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c185,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c185,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c185,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c185,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c185,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c185,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c205,7,forward,Cruci_EAMS_Lach_SydneyBayRA1_c205,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c205,7,forward,Cruci_EAMS_Lach_SydneyBayRA1_c205,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c381,5,forward,Cruci_EAMS_Lach_SydneyBayRA1_c381,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c381,5,forward,Cruci_EAMS_Lach_SydneyBayRA1_c381,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c489,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c489,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA1_c489,6,forward,Cruci_EAMS_Lach_SydneyBayRA1_c489,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c376,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c376,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c1475,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c1475,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c1475,6,forward,Cruci_EAMS_Lach_SydneyBayRA2_c1475,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c1475,5,forward,Cruci_EAMS_Lach_SydneyBayRA2_c1475,iteron,Iteron_Finder
iteron2,Cruci_EAMS_Lach_SydneyBayRA2_c1475,5,forward,Cruci_EAMS_Lach_SydneyBayRA2_c1475,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_68VirtouFn0611_c39,5,forward,Cruci_ETP_Quai_68VirtouFn0611_c39,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_68VirtouFn0611_c39,5,forward,Cruci_ETP_Quai_68VirtouFn0611_c39,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_68VirtouFn0611_c39,5,forward,Cruci_ETP_Quai_68VirtouFn0611_c39,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_79VirtouFn0312_c21,6,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_79VirtouFn0312_c21,6,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_79VirtouFn0312_c21,5,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_79VirtouFn0312_c21,5,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,iteron,Iteron_Finder
iteron2,Cruci_ETP_Quai_79VirtouFn0312_c21,5,forward,Cruci_ETP_Quai_79VirtouFn0312_c21,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c29,12,forward,Cruci_ETS_Han_Hunan_c29,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c29,12,forward,Cruci_ETS_Han_Hunan_c29,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c29,7,forward,Cruci_ETS_Han_Hunan_c29,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c29,7,forward,Cruci_ETS_Han_Hunan_c29,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c285,6,forward,Cruci_ETS_Han_Hunan_c285,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c285,6,forward,Cruci_ETS_Han_Hunan_c285,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c285,5,forward,Cruci_ETS_Han_Hunan_c285,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_Hunan_c285,5,forward,Cruci_ETS_Han_Hunan_c285,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c167,5,forward,Cruci_ETS_Han_JiangsuP_c167,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c167,5,forward,Cruci_ETS_Han_JiangsuP_c167,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c174,10,forward,Cruci_ETS_Han_JiangsuP_c174,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c174,10,forward,Cruci_ETS_Han_JiangsuP_c174,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c174,10,forward,Cruci_ETS_Han_JiangsuP_c174,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c191,5,forward,Cruci_ETS_Han_JiangsuP_c191,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c191,5,forward,Cruci_ETS_Han_JiangsuP_c191,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c195,6,forward,Cruci_ETS_Han_JiangsuP_c195,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c195,6,forward,Cruci_ETS_Han_JiangsuP_c195,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c195,5,forward,Cruci_ETS_Han_JiangsuP_c195,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c195,5,forward,Cruci_ETS_Han_JiangsuP_c195,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c203,5,forward,Cruci_ETS_Han_JiangsuP_c203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c203,5,forward,Cruci_ETS_Han_JiangsuP_c203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c261,5,forward,Cruci_ETS_Han_JiangsuP_c261,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c261,5,forward,Cruci_ETS_Han_JiangsuP_c261,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c261,5,forward,Cruci_ETS_Han_JiangsuP_c261,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JiangsuP_c261,5,forward,Cruci_ETS_Han_JiangsuP_c261,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c5,5,forward,Cruci_ETS_Han_JilinM_c5,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c5,5,forward,Cruci_ETS_Han_JilinM_c5,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c93,5,forward,Cruci_ETS_Han_JilinM_c93,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c93,5,forward,Cruci_ETS_Han_JilinM_c93,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c99,5,forward,Cruci_ETS_Han_JilinM_c99,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c99,5,forward,Cruci_ETS_Han_JilinM_c99,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c123,6,forward,Cruci_ETS_Han_JilinM_c123,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c123,6,forward,Cruci_ETS_Han_JilinM_c123,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c198,7,forward,Cruci_ETS_Han_JilinM_c198,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinM_c198,7,forward,Cruci_ETS_Han_JilinM_c198,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c180,5,forward,Cruci_ETS_Han_JilinP_c180,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c180,5,forward,Cruci_ETS_Han_JilinP_c180,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,8,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,8,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c227,5,forward,Cruci_ETS_Han_JilinP_c227,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c230,6,forward,Cruci_ETS_Han_JilinP_c230,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c230,6,forward,Cruci_ETS_Han_JilinP_c230,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c230,5,forward,Cruci_ETS_Han_JilinP_c230,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c230,5,forward,Cruci_ETS_Han_JilinP_c230,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c236,7,forward,Cruci_ETS_Han_JilinP_c236,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c236,7,forward,Cruci_ETS_Han_JilinP_c236,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c255,5,forward,Cruci_ETS_Han_JilinP_c255,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c255,5,forward,Cruci_ETS_Han_JilinP_c255,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c255,5,forward,Cruci_ETS_Han_JilinP_c255,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c255,5,forward,Cruci_ETS_Han_JilinP_c255,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,6,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,6,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,6,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,6,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,5,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c275,5,forward,Cruci_ETS_Han_JilinP_c275,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c278,6,forward,Cruci_ETS_Han_JilinP_c278,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c278,6,forward,Cruci_ETS_Han_JilinP_c278,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c278,5,forward,Cruci_ETS_Han_JilinP_c278,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c278,5,forward,Cruci_ETS_Han_JilinP_c278,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c278,5,forward,Cruci_ETS_Han_JilinP_c278,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c289,8,forward,Cruci_ETS_Han_JilinP_c289,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c289,8,forward,Cruci_ETS_Han_JilinP_c289,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c289,6,forward,Cruci_ETS_Han_JilinP_c289,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c289,6,forward,Cruci_ETS_Han_JilinP_c289,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c326,6,forward,Cruci_ETS_Han_JilinP_c326,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c326,6,forward,Cruci_ETS_Han_JilinP_c326,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c331,5,forward,Cruci_ETS_Han_JilinP_c331,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c331,5,forward,Cruci_ETS_Han_JilinP_c331,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c343,6,forward,Cruci_ETS_Han_JilinP_c343,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c343,6,forward,Cruci_ETS_Han_JilinP_c343,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c427,5,forward,Cruci_ETS_Han_JilinP_c427,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c427,5,forward,Cruci_ETS_Han_JilinP_c427,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c689,7,forward,Cruci_ETS_Han_JilinP_c689,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c689,7,forward,Cruci_ETS_Han_JilinP_c689,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c757,5,forward,Cruci_ETS_Han_JilinP_c757,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c757,5,forward,Cruci_ETS_Han_JilinP_c757,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c757,5,forward,Cruci_ETS_Han_JilinP_c757,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c802,5,forward,Cruci_ETS_Han_JilinP_c802,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c802,5,forward,Cruci_ETS_Han_JilinP_c802,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1020,5,forward,Cruci_ETS_Han_JilinP_c1020,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1020,5,forward,Cruci_ETS_Han_JilinP_c1020,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1058,5,forward,Cruci_ETS_Han_JilinP_c1058,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1058,5,forward,Cruci_ETS_Han_JilinP_c1058,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1058,5,forward,Cruci_ETS_Han_JilinP_c1058,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1058,5,forward,Cruci_ETS_Han_JilinP_c1058,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1062,5,forward,Cruci_ETS_Han_JilinP_c1062,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1062,5,forward,Cruci_ETS_Han_JilinP_c1062,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1111,12,forward,Cruci_ETS_Han_JilinP_c1111,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1111,12,forward,Cruci_ETS_Han_JilinP_c1111,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1111,6,forward,Cruci_ETS_Han_JilinP_c1111,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1111,6,forward,Cruci_ETS_Han_JilinP_c1111,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1151,5,forward,Cruci_ETS_Han_JilinP_c1151,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1151,5,forward,Cruci_ETS_Han_JilinP_c1151,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1162,5,forward,Cruci_ETS_Han_JilinP_c1162,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1162,5,forward,Cruci_ETS_Han_JilinP_c1162,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1162,5,forward,Cruci_ETS_Han_JilinP_c1162,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1203,7,forward,Cruci_ETS_Han_JilinP_c1203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1203,7,forward,Cruci_ETS_Han_JilinP_c1203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1203,6,forward,Cruci_ETS_Han_JilinP_c1203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1203,6,forward,Cruci_ETS_Han_JilinP_c1203,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1246,5,forward,Cruci_ETS_Han_JilinP_c1246,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1246,5,forward,Cruci_ETS_Han_JilinP_c1246,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,6,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,6,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,6,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,6,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,5,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,5,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1277,5,forward,Cruci_ETS_Han_JilinP_c1277,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1422,5,forward,Cruci_ETS_Han_JilinP_c1422,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1422,5,forward,Cruci_ETS_Han_JilinP_c1422,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1422,5,forward,Cruci_ETS_Han_JilinP_c1422,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1422,5,forward,Cruci_ETS_Han_JilinP_c1422,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1454,5,forward,Cruci_ETS_Han_JilinP_c1454,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1454,5,forward,Cruci_ETS_Han_JilinP_c1454,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1488,6,forward,Cruci_ETS_Han_JilinP_c1488,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1488,6,forward,Cruci_ETS_Han_JilinP_c1488,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1488,5,forward,Cruci_ETS_Han_JilinP_c1488,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1488,5,forward,Cruci_ETS_Han_JilinP_c1488,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1531,5,forward,Cruci_ETS_Han_JilinP_c1531,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1531,5,forward,Cruci_ETS_Han_JilinP_c1531,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1573,5,forward,Cruci_ETS_Han_JilinP_c1573,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1573,5,forward,Cruci_ETS_Han_JilinP_c1573,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1580,7,forward,Cruci_ETS_Han_JilinP_c1580,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1580,7,forward,Cruci_ETS_Han_JilinP_c1580,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1580,6,forward,Cruci_ETS_Han_JilinP_c1580,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1580,6,forward,Cruci_ETS_Han_JilinP_c1580,iteron,Iteron_Finder
iteron2,Cruci_ETS_Han_JilinP_c1594,6,forward,Cruci_ETS_Han_JilinP_c1594,iteron,Iteron_Finder
